   1.7095770164590089e+00	   3.0526059903643783e+00	
   2.7711357270475534e+00	   3.6389155150178913e+00	
   2.5040031186070699e-01	   1.3469846235573499e+00	
   1.3081640042114393e+00	   2.6731291548425995e+00	
   7.6364561785989560e-01	   3.3173620330361340e+00	
   5.7318508169079241e-01	   3.3811233222634658e+00	
   9.0191073982184822e-01	   5.4765473979422263e-01	
   1.4594625446506670e+00	   3.8669174131508832e-01	
   1.6386861598073448e+00	   8.4440646847599110e-01	
   2.1358585690117495e+00	   3.3234987620029459e+00	
   1.7171808004115319e+00	   5.9421391841567539e-01	
   2.6482682513886582e+00	   1.7238766875176825e+00	
   9.6558287406031096e-01	   3.6026133555267568e+00	
   3.3234110273683091e+00	   2.1160784974055598e+00	
   3.4585657619274146e-01	   2.6715698988266565e+00	
   2.5966362856244078e+00	   1.3543047085212203e+00	
   1.7105668082849443e+00	   2.6527532468855428e+00	
   2.2054143995601310e+00	   3.1711898516408050e+00	
   7.4135428508331813e-01	   3.1400897070467138e-01	
   9.4335521179707582e-01	   2.8755051023073861e+00	
   9.7110138111727320e+00	   6.6081705008973906e+00	
   8.8685797903294379e+00	   7.6991959573684889e+00	
   7.2315539722254183e+00	   8.6804005520471073e+00	
   9.0124776495802088e+00	   7.6996274433441592e+00	
   6.6112910230217476e+00	   6.4248371063113048e+00	
   7.8176273416156681e+00	   8.1256374207042903e+00	
   9.4300842608258346e+00	   8.5732812582692617e+00	
   7.2776495193078787e+00	   8.0521118922040795e+00	
   7.2572136850522204e+00	   9.5560816459678470e+00	
   6.7051000024139720e+00	   8.3029426417569745e+00	
   6.3177843525460400e+00	   9.4119067035075918e+00	
   8.6259243652896185e+00	   6.7311614645118318e+00	
   6.9906984060002069e+00	   6.7374672153776549e+00	
   7.1794133078027915e+00	   9.0758695104833329e+00	
   7.9705060574811846e+00	   7.6418689294493678e+00	
   6.4367689079097818e+00	   6.8287396899092645e+00	
   8.2594116192220461e+00	   9.4962800313861191e+00	
   6.7635500121703354e+00	   7.4671805091092729e+00	
   8.3125693791614950e+00	   8.8778423609765440e+00	
   8.6991542600732590e+00	   8.7909929487265792e+00	
   4.3415713192203338e+00	   6.3932571562023366e+00	
   3.4328527246946310e+00	   7.0947033579016328e+00	
   3.8782985190956802e+00	   8.3507973475877115e+00	
   2.4711441969224488e+00	   6.5004441600087493e+00	
   2.1947476211775911e+00	   8.4298730282192977e+00	
   4.3856017636862337e+00	   7.4317604052713095e+00	
   2.7483191645495322e+00	   5.3053743499629471e+00	
   4.6269401650193496e+00	   8.5030303181031641e+00	
   3.5720452423645681e+00	   7.6681392113092333e+00	
   3.4259350207319264e+00	   8.7406299765801823e+00	
   1.6516109053368131e+00	   5.8531917792086503e+00	
   4.5732124054747487e+00	   5.7299751237010721e+00	
   2.8246924671797919e+00	   8.5140841206300735e+00	
   3.2743636503549611e+00	   7.6888635652146506e+00	
   2.6784788096644840e+00	   5.4810006045272193e+00	
   2.0795944308505971e+00	   7.8941206841086320e+00	
   4.4118283219678887e+00	   7.8885666596143622e+00	
   3.2578782033530005e+00	   8.4805858744126912e+00	
   1.2600461446090563e+00	   7.7403366551996511e+00	
   3.4100071976725337e+00	   5.6849483669025762e+00	
   5.3195804684392840e+00	   3.1968408189664661e+00	
   5.3417384540720176e+00	   1.7275932898123976e+00	
   5.3490727080727813e+00	   1.4597119132927407e+00	
   6.1117387366106604e+00	   1.6747020950925808e+00	
   8.2600978203901079e+00	   1.4059315749066661e+00	
   7.1359087251957849e+00	   1.6262294518713252e+00	
   7.1848769254001805e+00	   2.0399826851274914e+00	
   8.1971081232586194e+00	   3.7454614313393684e+00	
   5.6846066029196889e+00	   3.2090094371894988e+00	
   6.2271428765389878e+00	   1.2939459305569054e+00	
   7.3001574501040079e+00	   1.5019099789132038e+00	
   8.6435851191188604e+00	   4.6354671550009519e+00	
   7.2136057673949843e+00	   3.2383516167197977e+00	
   5.3152655128053006e+00	   1.9615263213134666e+00	
   8.0522143543821567e+00	   2.1331401059961319e+00	
   6.0654099584435714e+00	   3.8533904892628255e+00	
   8.0748681846657266e+00	   1.9340031838826157e+00	
   6.6075122542246012e+00	   3.2847562454564021e+00	
   8.2723964909580001e+00	   4.6450699618090932e+00	
   7.8649257495801468e+00	   4.2139008052151237e+00	
   2.3984775914758618e+00	   6.2971750702156450e+00	
   4.9376971426872993e+00	   2.1017400991483957e+00	
   6.1995571838137975e+00	   7.5275555373881389e+00	
   8.2898089955017866e+00	   6.6536481354114940e-01	
   1.5679139464608427e+00	   2.6031509857854096e+00	
   1.8576202177409518e-01	   8.0475456374334549e+00	
   7.0022143719222329e-01	   1.9343428262332774e+00	
   4.8634511093703185e+00	   6.3946088087994015e+00	
   6.0632946165333035e+00	   5.2467030912373369e+00	
   5.6885143708648132e+00	   9.2480797039935076e+00	
   3.1736240932216075e+00	   2.6329677048711098e+00	
   9.8861615441244890e+00	   6.5961090684023782e-01	
   5.7974521924579694e+00	   7.3506596328866944e+00	
   3.8014117262355041e+00	   7.7217802954324677e+00	
   5.5094821911789680e+00	   9.0781585250352403e+00	
   7.4533443090650211e+00	   9.3197206919683726e+00	
   6.6923289345318455e+00	   1.3951572975597015e-01	
   2.6491955766280939e+00	   2.3436208612142053e+00	
   6.6334834428441569e-01	   6.1677835700165762e+00	
   3.7008419791410629e+00	   9.4901632068761650e+00	
